pmm,smm,vmm,exclude,deceased,firstName,nickName,lastName,organizationName,totalDonations,totalPledge,largestGift,largestGiftAppeal,firstGiftDate,lastGiftDate,lastGiftAmount,lastGiftRequest,lastGiftAppeal,addressLine1,addressLine2,city,contactPhoneType,phoneRestrictions,emailRestrictions,communicationRestrictions,subscriptionInPerson,subscriptionMagazine,communicationPreference
,,,true,false,Gun,,Bugs,"Runte, Ullrich and Oberbrunner",16,5,91,,,,,,erat fermentum justo nec condimentum,93 Donald Hill,17th Floor,Nanaimo,work,No Phone Appeals,Do Not Email,Opt-in,Opt-out,Opt-out,Holiday Card
,,,false,false,Rosalinda,,Perrin,"Lynch, King and Nolan",15,20,69,,,,,,est lacinia nisi venenatis tristique fusce congue diam id ornare,8 Montana Point,,River,home,No Phone Appeals,No Mass Emails,Opt-out,Opt-out,Opt-out,Event
,Leon Samme,,false,false,Leon,Leon,Samme,"Sawayn, Collins and McDermott",1,1,44,,,,,,,59 Truax Lane,Suite 27,Courtenay,home,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-in,Research update
,Lancelot Jendrusch,Lancelot Jendrusch,false,false,Lancelot,Lancelot,Jendrusch,Hackett Inc,0,15,35,,,,,,,34 Cascade Crossing,Suite 12,Victoria,personal,Do Not Call,Do Not Email,Opt-out,Opt-out,Opt-out,Holiday Card
,,Angel Gallen,false,false,Angel,,Gallen,,18,5,41,,,,,,,06177 American Ash Crossing,PO Box 81568,River,work,Do Not Call,No Surveys,Opt-in,Opt-in,Opt-in,Holiday Card
,,,false,false,Breanne,Breanne,Byers,Leannon-Conn,2,19,45,,,,,,tortor id nulla ultrices aliquet maecenas leo,0 Johnson Road,PO Box 95259,Vancouver,home,No Surveys,No Mass Emails,Opt-in,Opt-in,Opt-in,Holiday Card
,,,false,false,Caroline,,Robke,"Wuckert, Schumm and Hilpert",9,13,93,,,,,,,679 Stephen Street,,Parksville,personal,No Surveys,Do Not Email,Opt-in,Opt-in,Opt-out,Survey
,,,false,false,Odey,,Jahner,"Sanford, Kuhlman and Runolfsson",8,17,48,,,,,,penatibus et magnis,6156 Tennessee Terrace,20th Floor,Courtenay,home,No Mass Communications,No Appeals,Opt-out,Opt-in,Opt-in,Survey
,,,false,false,Olav,,Mergue,Cummerata Inc,4,17,43,,,,,,,571 Farmco Parkway,PO Box 6639,Surrey,personal,No Surveys,No Appeals,Opt-out,Opt-out,Opt-in,Event
Nike Dallmann,,Nike Dallmann,false,false,Nike,Nike,Dallmann,Miller Group,11,15,95,primis in faucibus orci luctus,,,,,,7174 Nancy Circle,Room 455,Richmond,work,No Surveys,Do Not Email,Opt-in,Opt-in,Opt-out,Newsletter
,,,false,true,Rudolph,,Le Claire,"Heidenreich, Balistreri and Stanton",18,10,24,,,,,,,32 Messerschmidt Pass,,River,personal,No Mass Communications,Do Not Email,Opt-in,Opt-in,Opt-in,Newsletter
Angelle Gobourn,,Angelle Gobourn,true,false,Angelle,,Gobourn,Welch-Quigley,12,20,89,,,,,,,9416 Little Fleur Terrace,Room 572,Campbell,home,No Mass Communications,No Mass Emails,Opt-out,Opt-out,Opt-in,Event
,Hussein Vasilkov,,false,false,Hussein,Hussein,Vasilkov,Davis-Bartell,6,1,3,,,,,,,30669 Stang Plaza,,Courtenay,home,Do Not Call,No Mass Emails,Opt-in,Opt-in,Opt-in,Research update
,,,false,false,Jacklyn,,Messent,Bashirian Inc,15,7,48,,,,,,,788 Daystar Pass,Apt 1817,Victoria,work,No Mass Communications,No Appeals,Opt-in,Opt-out,Opt-in,Thank you
,,,false,false,Ivor,,Stroulger,"Farrell, Doyle and Frami",19,18,46,nisi vulputate nonummy,,,37,,,2248 Commercial Road,,Burnaby,home,No Phone Appeals,Do Not Email,Opt-out,Opt-out,Opt-in,Research update
,,,false,false,Erminia,,Aberdalgy,Waters Group,4,13,87,ut massa volutpat convallis morbi odio odio,,,,,,036 Kedzie Avenue,Room 1084,Courtenay,home,Do Not Call,Do Not Email,Opt-out,Opt-in,Opt-in,Survey
,Emma Tather,,false,false,Emma,,Tather,"Bauch, Schuster and Wunsch",13,4,99,,,,,,,459 Scoville Drive,PO Box 132,Victoria,personal,Do Not Call,No Appeals,Opt-in,Opt-out,Opt-out,Thank you
,,Gardiner Klimentov,false,false,Gardiner,,Klimentov,Boyle-Reinger,16,4,42,,,,,,,8 Pawling Plaza,,Courtenay,personal,No Phone Appeals,Do Not Email,Opt-in,Opt-out,Opt-out,Event
,,,false,false,Cosimo,,Harland,Schuppe-Funk,11,7,44,adipiscing lorem vitae,,,77,,vitae nisi nam ultrices libero,2 Hansons Drive,,Burnaby,personal,No Phone Appeals,No Appeals,Opt-out,Opt-in,Opt-in,Event
,,Merwin Boothroyd,false,false,Merwin,Merwin,Boothroyd,"Bode, Torp and Harris",5,16,60,in congue etiam justo etiam,,,,,,82 1st Court,1st Floor,Saanich,work,No Phone Appeals,No Appeals,Opt-out,Opt-in,Opt-out,Event
,,,true,true,Orly,,Cassam,Kassulke Group,10,10,97,phasellus id sapien in sapien iaculis congue,,,,,,88195 Westend Center,,Victoria,home,No Surveys,No Mass Emails,Opt-out,Opt-out,Opt-in,Event
Vivian Dimbylow,,,false,false,Vivian,,Dimbylow,"Mertz, Hills and Aufderhar",14,13,99,,,,,,amet turpis elementum ligula vehicula consequat,1 Knutson Lane,,Surrey,home,No Mass Communications,Do Not Email,Opt-in,Opt-out,Opt-in,Research update
,,Kimbra Harry,false,false,Kimbra,Kimbra,Harry,Barton Inc,16,4,58,,,,51,,,63 Sage Center,,Victoria,home,Do Not Call,Do Not Email,Opt-out,Opt-out,Opt-in,Event
,,,false,false,Bale,,Kalderon,Gleason-Legros,11,14,63,habitasse platea dictumst morbi vestibulum velit id pretium,,,,,orci nullam molestie nibh in,55 Division Park,PO Box 64538,Nanaimo,work,Do Not Call,No Surveys,Opt-out,Opt-out,Opt-in,Event
,Catie Emblen,,false,false,Catie,,Emblen,,8,11,9,vestibulum aliquet ultrices erat tortor sollicitudin mi sit,,,,,consequat nulla nisl nunc nisl duis,68298 Swallow Center,Room 1563,Parksville,work,No Phone Appeals,No Mass Emails,Opt-in,Opt-out,Opt-out,Thank you
,,Sam Ditchfield,false,false,Sam,,Ditchfield,,12,14,95,,,,,,placerat praesent blandit nam nulla integer pede justo lacinia,23 Waubesa Terrace,,Parksville,work,No Mass Communications,No Mass Emails,Opt-in,Opt-in,Opt-out,Newsletter
,Luis Viggers,,false,true,Luis,,Viggers,"VonRueden, Kulas and Jones",13,6,67,nunc proin at turpis a pede,,477878,,,,3874 Dahle Parkway,Suite 78,Nanaimo,work,Do Not Call,No Appeals,Opt-out,Opt-in,Opt-in,Newsletter
Wilmette Quemby,,Wilmette Quemby,false,false,Wilmette,,Quemby,Hegmann-Sipes,1,4,22,convallis morbi odio odio elementum eu interdum eu tincidunt,,,,,,29 Spohn Drive,Apt 1339,Burnaby,work,No Surveys,No Surveys,Opt-in,Opt-in,Opt-in,Thank you
,,Corrie Ager,false,false,Corrie,Corrie,Ager,Rippin Inc,0,2,40,,,,,,,9 Glacier Hill Trail,Suite 9,Nanaimo,work,No Phone Appeals,No Mass Emails,Opt-in,Opt-out,Opt-out,Thank you
,,Sibylla Derges,false,false,Sibylla,,Derges,"Littel, Kilback and Ruecker",15,16,54,ac diam cras pellentesque volutpat dui,,,,,id lobortis convallis tortor risus dapibus,9 4th Drive,,Richmond,work,No Surveys,No Mass Emails,Opt-out,Opt-out,Opt-in,Event
,,,false,false,Carola,,Sinkin,Blanda-Ratke,19,6,68,felis sed interdum venenatis turpis enim blandit,,,,,,56 Onsgard Junction,,Nanaimo,work,No Phone Appeals,No Appeals,Opt-in,Opt-in,Opt-out,Newsletter
Abbie Mathouse,,,false,false,Abbie,Abbie,Mathouse,Hahn and Sons,5,6,96,,,,,,parturient montes nascetur ridiculus mus,84584 Sutherland Lane,4th Floor,Burnaby,work,No Surveys,No Surveys,Opt-in,Opt-in,Opt-out,Survey
,Jenine Norwich,,false,false,Jenine,,Norwich,Dare-Kunze,14,8,18,,,,,,,24526 Talisman Drive,Room 357,Nanaimo,home,No Surveys,No Mass Emails,Opt-out,Opt-in,Opt-out,Newsletter
,Tudor Cockle,Tudor Cockle,false,false,Tudor,,Cockle,Herzog-Zboncak,17,14,12,,,,,,congue diam id ornare,57254 Golf View Way,Room 49,Surrey,home,No Surveys,Do Not Email,Opt-out,Opt-out,Opt-in,Survey
,,Margalo Heberden,false,false,Margalo,,Heberden,,6,14,53,,,,69,,quisque id justo sit amet sapien dignissim,555 Leroy Street,,Courtenay,personal,No Mass Communications,Do Not Email,Opt-out,Opt-in,Opt-out,Research update
,,,false,false,Claudine,Claudine,Dybell,"Gulgowski, Tremblay and Schamberger",1,8,94,,,,,,,5 Namekagon Alley,,Vancouver,home,No Mass Communications,No Appeals,Opt-out,Opt-in,Opt-in,Survey
,,,false,false,Lynnell,,Ferneyhough,Heathcote Inc,16,8,83,,,,,,,451 Summit Street,Suite 10,Surrey,home,No Mass Communications,Do Not Email,Opt-in,Opt-out,Opt-out,Thank you
,,,false,false,Selle,,Winward,"Walker, Leannon and Metz",20,20,80,,,,,,,57842 Carpenter Hill,,Nanaimo,work,No Mass Communications,No Surveys,Opt-in,Opt-out,Opt-out,Survey
,,Eve Letham,false,false,Eve,,Letham,Hahn Group,20,12,69,,,,,,vehicula consequat morbi a,3940 International Hill,PO Box 41720,Burnaby,home,Do Not Call,No Appeals,Opt-out,Opt-in,Opt-out,Event
Otto Greatbatch,Otto Greatbatch,Otto Greatbatch,false,false,Otto,,Greatbatch,"Cartwright, Mosciski and Morar",5,9,83,,,,,,,6 Maryland Hill,,Nanaimo,home,No Surveys,No Appeals,Opt-in,Opt-in,Opt-in,Thank you
,,,false,false,Nikolaus,,Hyndman,White-Greenfelder,11,2,7,,,,,,,41750 Larry Trail,PO Box 62885,Courtenay,home,No Phone Appeals,Do Not Email,Opt-out,Opt-in,Opt-in,Thank you
,,,false,false,Paddie,,Pardew,Hodkiewicz Inc,10,15,9,,,,,,,4150 Debra Center,7th Floor,Richmond,home,No Surveys,Do Not Email,Opt-in,Opt-in,Opt-in,Survey
,,,false,false,Carol,,Coils,Fisher-Harris,0,8,37,,,,,,mollis molestie lorem quisque ut erat,5441 Fallview Road,Suite 95,Vancouver,work,No Mass Communications,Do Not Email,Opt-out,Opt-in,Opt-in,Event
,Tamarah Crosscombe,,false,false,Tamarah,,Crosscombe,Kessler-Moen,9,10,77,,92513,,,,platea dictumst etiam faucibus cursus urna ut tellus,085 Bayside Way,Suite 70,Courtenay,home,No Surveys,No Mass Emails,Opt-in,Opt-in,Opt-in,Research update
,,,false,false,Pammy,Pammy,Rase,Bins LLC,9,15,45,,,,,,,9 7th Drive,Suite 92,Campbell,home,Do Not Call,No Appeals,Opt-out,Opt-in,Opt-in,Holiday Card
,Kristo Alanbrooke,,false,false,Kristo,,Alanbrooke,"Sauer, Homenick and White",3,20,5,,,,,,,7 Thierer Trail,12th Floor,Burnaby,home,No Surveys,Do Not Email,Opt-out,Opt-in,Opt-out,Survey
,,Caty Bann,false,false,Caty,,Bann,Romaguera Group,16,14,66,,,,38,,luctus nec molestie sed justo pellentesque viverra pede,4151 Toban Junction,11th Floor,Nanaimo,personal,Do Not Call,Do Not Email,Opt-in,Opt-in,Opt-out,Newsletter
,,,false,true,Ulrikaumeko,,McKinie,"Dibbert, Becker and Hand",1,3,36,,,,,,,20 Burning Wood Point,Room 1150,Victoria,work,No Surveys,No Appeals,Opt-out,Opt-in,Opt-out,Survey
,,,false,false,Shawna,,Wainscoat,Nitzsche-Pfeffer,2,3,75,,,,,,duis consequat dui nec nisi volutpat,91430 Hollow Ridge Drive,PO Box 90679,Saanich,personal,Do Not Call,Do Not Email,Opt-in,Opt-out,Opt-out,Newsletter
,,,false,false,Connie,,Durante,Hills Inc,5,10,41,,,,,,,7863 Crescent Oaks Road,,River,work,No Phone Appeals,Do Not Email,Opt-out,Opt-in,Opt-out,Holiday Card
,,,true,false,Emmeline,,Spere,,14,7,38,,,,,,,33 Loomis Crossing,Suite 57,Saanich,home,No Mass Communications,No Mass Emails,Opt-in,Opt-in,Opt-out,Holiday Card
,,,false,false,Adriano,,Passe,,0,20,28,,,,17,,turpis enim blandit mi in porttitor pede justo eu,519 Talmadge Lane,,Nanaimo,work,No Phone Appeals,No Mass Emails,Opt-in,Opt-in,Opt-out,Holiday Card
,Herby Beverstock,Herby Beverstock,false,false,Herby,,Beverstock,,5,20,10,volutpat in congue etiam justo etiam pretium iaculis,,,,,consectetuer eget rutrum,41360 Beilfuss Circle,Room 1353,Saanich,home,No Surveys,No Appeals,Opt-in,Opt-out,Opt-out,Newsletter
,,,false,false,Esdras,,Bohlmann,O'Keefe and Sons,14,14,83,integer tincidunt ante vel ipsum praesent blandit lacinia erat,,,,,,2 Mendota Hill,10th Floor,Richmond,work,No Surveys,No Surveys,Opt-out,Opt-out,Opt-in,Research update
,Irvine O'Callaghan,,false,false,Irvine,Irvine,O'Callaghan,Adams Group,18,1,14,,,,,,sit amet turpis elementum,46 Morningstar Plaza,PO Box 85072,Campbell,personal,No Phone Appeals,No Mass Emails,Opt-in,Opt-out,Opt-in,Newsletter
,,,false,false,Lynsey,,Oulner,Crooks-Balistreri,16,3,13,,,,,,,38 Florence Park,Room 1596,Victoria,home,No Mass Communications,No Appeals,Opt-in,Opt-out,Opt-in,Holiday Card
,,,false,false,Rani,,Lavery,,14,19,79,,,,,,,550 Esch Lane,PO Box 44776,Victoria,home,No Mass Communications,No Surveys,Opt-in,Opt-in,Opt-out,Holiday Card
,,Vincenty Gorey,false,false,Vincenty,,Gorey,,6,8,97,turpis donec,,,,,,2 Graceland Park,PO Box 14629,Surrey,home,No Surveys,Do Not Email,Opt-out,Opt-in,Opt-out,Newsletter
,,Terrel Hubberstey,true,false,Terrel,,Hubberstey,Zboncak-Howe,13,20,95,,,,,,libero non mattis pulvinar nulla,35605 Sachtjen Plaza,6th Floor,Surrey,personal,No Phone Appeals,No Surveys,Opt-out,Opt-in,Opt-out,Survey
,Harli Linforth,,false,false,Harli,,Linforth,Cremin-Toy,20,15,6,,,,,,,312 Mitchell Crossing,Room 113,Parksville,personal,No Mass Communications,No Appeals,Opt-out,Opt-in,Opt-in,Research update
,,Lief Wrench,true,false,Lief,,Wrench,Berge-Lakin,8,20,58,nullam varius nulla facilisi cras non velit nec nisi vulputate,,,,,,29 Burning Wood Court,PO Box 11918,Vancouver,personal,No Surveys,No Appeals,Opt-out,Opt-out,Opt-out,Thank you
,,,false,false,Crin,,Pashan,,10,2,16,,,,,,id mauris vulputate elementum nullam,4375 Barnett Terrace,,Courtenay,work,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-in,Thank you
,,,false,false,Karlotte,Karlotte,Girkins,Hamill and Sons,8,5,33,,,,,,,0932 Harbort Alley,PO Box 37036,Burnaby,work,No Surveys,No Mass Emails,Opt-out,Opt-out,Opt-in,Survey
,,,false,false,Dorie,,McLaughlan,"Lang, Kuphal and Kassulke",7,19,53,felis sed interdum venenatis,21564,,,,,5964 Lyons Crossing,,Burnaby,home,Do Not Call,No Surveys,Opt-out,Opt-in,Opt-out,Newsletter
,Guillermo Hadgkiss,Guillermo Hadgkiss,false,false,Guillermo,,Hadgkiss,Koch-Champlin,15,8,89,,,,,,sapien sapien non,9 Novick Circle,Apt 1034,Victoria,home,Do Not Call,No Mass Emails,Opt-out,Opt-in,Opt-in,Event
,,,false,false,Albertina,,Gemmill,Corkery LLC,19,10,98,etiam faucibus cursus,,,,,,6029 Service Street,Room 33,Nanaimo,home,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-in,Thank you
,,Dorri Garley,false,false,Dorri,Dorri,Garley,Kovacek-Shanahan,19,3,67,sociis natoque penatibus et magnis dis,,,,,,17 Butterfield Way,20th Floor,Parksville,work,Do Not Call,No Surveys,Opt-in,Opt-out,Opt-in,Event
,,Austine Mattingly,false,false,Austine,Austine,Mattingly,Roberts Inc,4,19,34,,,,,,,3 Mcbride Point,,Campbell,work,No Phone Appeals,No Mass Emails,Opt-out,Opt-in,Opt-out,Thank you
,,Hildegaard D'Hooge,false,true,Hildegaard,Hildegaard,D'Hooge,Gibson-Barrows,1,11,36,,,,,,,0919 Quincy Hill,,Saanich,work,No Phone Appeals,No Mass Emails,Opt-in,Opt-out,Opt-in,Survey
,,,false,false,Nye,Nye,Grzegorzewski,Hills Inc,11,17,15,,,,,,,4 Nova Crossing,Room 1746,Victoria,personal,Do Not Call,No Surveys,Opt-out,Opt-in,Opt-out,Thank you
,,,false,false,Frederigo,,Lamberts,Bashirian-Stracke,11,4,20,,77653,,,,ullamcorper augue a suscipit,0077 Fisk Point,,Vancouver,work,Do Not Call,No Appeals,Opt-out,Opt-in,Opt-out,Survey
,Dannie Yorkston,Dannie Yorkston,false,false,Dannie,,Yorkston,"Runolfsson, Marquardt and Collier",8,10,61,,,,88,,lorem ipsum dolor,8 Victoria Point,,Richmond,work,Do Not Call,No Surveys,Opt-in,Opt-out,Opt-in,Thank you
,Grethel Mora,,false,false,Grethel,,Mora,Abbott-Aufderhar,12,1,47,,,,,,curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,68 Farwell Point,10th Floor,River,personal,No Mass Communications,Do Not Email,Opt-in,Opt-in,Opt-out,Thank you
,,Darrel Farmiloe,false,false,Darrel,,Farmiloe,"Schmitt, Sanford and Zieme",11,17,89,,,,,,malesuada in imperdiet et commodo vulputate,0 Ramsey Terrace,Suite 12,Nanaimo,home,No Mass Communications,No Surveys,Opt-in,Opt-out,Opt-in,Survey
,,Terence Belle,false,false,Terence,Terence,Belle,Lueilwitz LLC,12,11,96,,,,,,aliquet maecenas leo odio condimentum,84036 Jackson Trail,,River,work,Do Not Call,No Surveys,Opt-out,Opt-out,Opt-out,Holiday Card
,,,false,false,Mortimer,,Walklot,Wisoky Inc,0,2,18,,,,,,,8 Manitowish Trail,Apt 680,Victoria,work,Do Not Call,Do Not Email,Opt-in,Opt-in,Opt-in,Holiday Card
,,Pablo Sandhill,false,false,Pablo,,Sandhill,Fadel-Ryan,13,5,84,,,,,,massa quis augue luctus tincidunt nulla,82 Sutteridge Lane,,Richmond,personal,No Mass Communications,No Appeals,Opt-out,Opt-in,Opt-in,Event
,,,true,false,Fabian,Fabian,Patinkin,"Frami, Feeney and Crooks",4,4,43,,,,,,,339 Twin Pines Plaza,PO Box 87377,Victoria,home,Do Not Call,No Surveys,Opt-out,Opt-out,Opt-out,Holiday Card
,Gan Salway,,false,false,Gan,,Salway,"Reinger, Barton and Luettgen",1,13,93,,,,,,integer aliquet massa id lobortis convallis tortor risus dapibus augue,6 Heffernan Way,PO Box 45103,Saanich,work,No Phone Appeals,No Surveys,Opt-in,Opt-in,Opt-out,Thank you
,,,false,false,Devinne,,Itzcak,,19,16,42,a nibh in quis justo maecenas rhoncus aliquam,,,,,tempus vivamus in felis,78 Hoepker Drive,Room 991,Saanich,home,No Surveys,No Mass Emails,Opt-in,Opt-out,Opt-out,Survey
,Sylvia Pool,Sylvia Pool,false,false,Sylvia,Sylvia,Pool,"Thiel, Volkman and Hauck",4,18,91,,,,,2599,ut dolor morbi vel lectus in quam fringilla,1 Express Pass,Apt 1681,Victoria,personal,Do Not Call,No Mass Emails,Opt-in,Opt-in,Opt-out,Newsletter
,,,false,false,Pietro,,Pantridge,"Auer, Heathcote and Bayer",8,15,81,,,,,,,1743 Coolidge Drive,2nd Floor,Courtenay,personal,No Mass Communications,No Surveys,Opt-out,Opt-in,Opt-out,Thank you
,,,true,false,Izak,,Cullington,White and Sons,3,2,74,quis turpis sed ante vivamus tortor duis mattis,,,,,,41086 Pearson Drive,Room 116,Saanich,home,No Phone Appeals,No Mass Emails,Opt-out,Opt-out,Opt-in,Research update
,,,false,false,Starla,Starla,Benn,"Boyle, Dickens and Schmidt",6,18,79,ut dolor morbi vel lectus,,,,6435,,77602 Monterey Terrace,6th Floor,Richmond,home,No Phone Appeals,Do Not Email,Opt-out,Opt-out,Opt-in,Research update
,,,true,false,Archy,,Benninger,Pollich Group,18,20,5,,,,,,,075 Kensington Trail,,Campbell,work,No Phone Appeals,No Appeals,Opt-in,Opt-in,Opt-in,Thank you
,,,false,false,Ferdy,,Anglim,"Dibbert, Swaniawski and Mueller",2,16,73,,,,,,,5249 Moulton Hill,18th Floor,Victoria,work,Do Not Call,No Mass Emails,Opt-in,Opt-out,Opt-out,Survey
Nichols Probbin,,,false,false,Nichols,Nichols,Probbin,Feil-Gorczany,1,11,6,,,,,,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,76414 Scofield Center,,River,personal,No Surveys,No Surveys,Opt-in,Opt-out,Opt-in,Newsletter
,,,false,false,Hendrika,Hendrika,Lusk,O'Kon and Sons,12,11,98,,,,,,,478 Fallview Point,,Saanich,work,No Surveys,No Appeals,Opt-in,Opt-out,Opt-out,Holiday Card
,,,false,false,Brandy,,Giacomazzo,Waelchi-Pagac,4,16,21,,,,,,,29 Sunfield Park,,Victoria,personal,No Surveys,No Appeals,Opt-in,Opt-out,Opt-in,Holiday Card
,Ortensia Yonge,,false,false,Ortensia,Ortensia,Yonge,"Langosh, Sawayn and Mitchell",13,1,13,,,,,,,49612 Sutteridge Street,Room 1330,Vancouver,home,No Phone Appeals,No Surveys,Opt-in,Opt-in,Opt-out,Event
,,,false,false,Mehetabel,,Terbeck,Zboncak Group,8,12,16,urna ut tellus nulla ut erat,,,,,in faucibus orci luctus et,21516 Vidon Court,Room 281,Campbell,work,No Phone Appeals,No Surveys,Opt-out,Opt-in,Opt-in,Thank you
,,Sloan Giorgetti,false,true,Sloan,,Giorgetti,"Huels, Wisozk and Farrell",18,20,89,viverra eget congue eget semper rutrum nulla nunc purus,29371,,,,,31377 Oxford Parkway,Room 682,Vancouver,work,No Phone Appeals,Do Not Email,Opt-out,Opt-out,Opt-in,Thank you
,,Garvey Windridge,false,false,Garvey,Garvey,Windridge,Grimes-McKenzie,5,10,24,,,,,,,6 Oriole Avenue,Suite 34,Victoria,work,No Surveys,No Surveys,Opt-in,Opt-out,Opt-out,Survey
,,Zedekiah Bradder,false,false,Zedekiah,,Bradder,,12,13,82,,,,,,,7 Melby Park,,Vancouver,personal,No Surveys,No Appeals,Opt-in,Opt-in,Opt-out,Research update
,,Conrade Pentelo,false,false,Conrade,,Pentelo,Dietrich-Bruen,19,2,81,,,,,,mi pede malesuada in imperdiet et commodo,554 Browning Plaza,,Campbell,personal,No Phone Appeals,Do Not Email,Opt-out,Opt-in,Opt-out,Survey
,,Krishna Ugoni,false,true,Krishna,Krishna,Ugoni,"Stamm, O'Keefe and Kunze",5,19,36,,,,,,magna vestibulum aliquet,5 Russell Pass,,Burnaby,home,No Phone Appeals,Do Not Email,Opt-out,Opt-in,Opt-out,Holiday Card
,,,false,true,Jackson,Jackson,Baber,Moore Group,18,8,4,,,,,,nulla pede ullamcorper augue a suscipit nulla elit,4254 Manitowish Street,,Richmond,personal,No Phone Appeals,No Mass Emails,Opt-in,Opt-in,Opt-in,Holiday Card
Rowan Phelips,,Rowan Phelips,false,false,Rowan,Rowan,Phelips,Klein-Greenholt,19,15,36,,38782,,,,,7946 Utah Lane,Room 1946,Saanich,home,No Phone Appeals,No Appeals,Opt-in,Opt-out,Opt-out,Survey
,Rebbecca Brownsall,,false,false,Rebbecca,,Brownsall,Osinski LLC,14,12,62,,,,,,orci mauris lacinia sapien quis libero nullam sit,179 Oneill Place,Room 1843,Burnaby,personal,No Surveys,No Mass Emails,Opt-out,Opt-out,Opt-in,Survey
,Darbee Quenby,,false,false,Darbee,Darbee,Quenby,Koepp Inc,7,18,61,,94203,,,,metus vitae ipsum aliquam non mauris morbi non lectus aliquam,69790 Crowley Lane,Apt 1813,Courtenay,work,No Phone Appeals,No Mass Emails,Opt-out,Opt-out,Opt-out,Survey
,Lenka Berkowitz,Lenka Berkowitz,false,false,Lenka,,Berkowitz,"Olson, Durgan and Rath",8,7,32,,,,,,,73189 Scoville Street,Suite 97,Victoria,home,No Phone Appeals,No Appeals,Opt-out,Opt-in,Opt-in,Thank you
,,,false,false,Garwood,Garwood,Etchells,,20,17,72,turpis eget elit sodales scelerisque mauris,,,,,nec nisi volutpat,127 Waubesa Plaza,Apt 1228,Campbell,work,No Surveys,No Surveys,Opt-in,Opt-in,Opt-in,Event
,,,false,false,Nancie,,Sickamore,"Keeling, Kutch and Ullrich",4,18,61,,,,,,,7718 Eagan Place,PO Box 92719,River,home,No Mass Communications,No Mass Emails,Opt-out,Opt-in,Opt-in,Newsletter
,,Davine Mc Queen,false,false,Davine,,Mc Queen,Luettgen Group,2,5,2,,,,,,,419 Porter Hill,Room 301,Courtenay,work,No Surveys,No Mass Emails,Opt-in,Opt-out,Opt-out,Thank you
,,,false,false,Brigg,,Harmes,Dach-Turcotte,1,18,70,,,,,,,49 Bay Point,Room 1923,Parksville,personal,Do Not Call,Do Not Email,Opt-in,Opt-in,Opt-in,Research update
,,,false,false,Aubree,,Fassman,"Farrell, Kozey and McGlynn",4,15,37,,,,,,leo odio porttitor,81 Sauthoff Circle,Apt 782,Campbell,work,No Mass Communications,No Surveys,Opt-out,Opt-out,Opt-out,Holiday Card
,,Nydia Ackred,false,false,Nydia,,Ackred,"Schaden, Zemlak and Schmidt",11,2,78,,,,,,primis in faucibus orci,11911 Packers Avenue,Room 18,Parksville,personal,No Mass Communications,No Appeals,Opt-out,Opt-out,Opt-in,Newsletter
,,,false,false,Austine,,Chaikovski,Sanford Group,10,13,98,,,,40,,,578 Main Trail,,Vancouver,personal,Do Not Call,No Surveys,Opt-in,Opt-out,Opt-in,Research update
,,,false,false,Madelyn,,Wren,,17,1,47,posuere cubilia curae,,,,,sagittis dui vel nisl duis ac,58596 Anniversary Alley,Room 1370,River,personal,No Mass Communications,No Surveys,Opt-in,Opt-in,Opt-out,Newsletter
,,,true,false,Gav,Gav,Smale,Schoen and Sons,9,4,95,,87756,,,,at nulla suspendisse potenti cras in purus,71 Nobel Trail,7th Floor,River,work,No Mass Communications,No Surveys,Opt-in,Opt-out,Opt-out,Research update
